Date,VKOSPI,VIX,SNP.RV,KOSPI.RV
2003-03-18,41.35,30.43,0.013824491,0.018533371
2003-03-19,42.84,31.540001,0.012348703,0.019673467
2003-03-20,41.16,30.440001,0.014373285,0.019321283
2003-03-21,39.46,28.67,0.014268003,0.016945149
2003-03-24,41.23,30.389999,0.020721136,0.008603721
2003-03-25,41.15,28.75,0.012137606,0.013715482
2003-03-26,40.09,28.23,0.010439773,0.012622067
2003-03-27,38.67,27.959999,0.012427835,0.010774811
2003-03-28,38.21,27.75,0.010629098,0.013589612
2003-03-31,40.96,29.15,0.0157685,0.010698466
2003-04-01,38.67,28.360001,0.011471407,0.013992261
2003-04-02,38.6,28.02,0.017697989,0.013665126
2003-04-03,38.31,28.209999,0.008691245,0.013851544
2003-04-04,37.34,29.129999,0.012827951,0.016053532
2003-04-08,38,27.129999,0.010432172,0.023247109
2003-04-09,37.83,27.110001,0.011965974,0.014048802
2003-04-11,37.17,24.440001,0.013369185,0.022484873
2003-04-14,37.55,23.41,0.009617647,0.019246914
2003-04-15,36.67,22.559999,0.008397078,0.014409392
2003-04-16,34.8,22.52,0.011488913,0.01168856
2003-04-17,34.32,21.5,0.007188838,0.011431405
2003-04-21,34.34,21.950001,0.009472113,0.011069251
2003-04-22,33.95,20.700001,0.010962979,0.011914446
2003-04-23,33.66,20.799999,0.007377328,0.01204602
2003-04-24,34.24,20.33,0.009643067,0.013123807
2003-04-25,34.48,20.799999,0.008309586,0.015777646
2003-04-28,35.48,20.84,0.008285378,0.015355074
2003-04-29,34.04,20.76,0.011294826,0.014270898
2003-04-30,34.46,21.209999,0.01086717,0.018560862
2003-05-02,35.03,20.629999,0.010079896,0.020922413
2003-05-06,34.99,20.799999,0.009056899,0.013335272
2003-05-07,34.5,21,0.009887038,0.010586032
2003-05-12,34.72,19.52,0.007490864,0.009878743
2003-05-13,34.58,19.91,0.008369278,0.018239145
2003-05-14,34.58,20,0.00917183,0.014305167
2003-05-15,34.18,19.24,0.01013026,0.012823942
2003-05-16,34.32,18.4,0.007556255,0.015522805
2003-05-19,35,20.51,0.010140702,0.010612903
2003-05-20,34.16,21.290001,0.011514339,0.011436974
2003-05-21,34.15,21.209999,0.009807356,0.013178039
2003-05-22,34.01,19.780001,0.008380859,0.018634942
2003-05-23,33,19.17,0.006333862,0.010369568
2003-05-27,33.44,19.99,0.009318404,0.010997651
2003-05-28,32.38,20.030001,0.00831128,0.010487462
2003-05-29,32.6,20.43,0.009742356,0.013435041
2003-05-30,32.42,19.469999,0.009025024,0.013845008
2003-06-02,31.92,20.85,0.011030808,0.00882392
2003-06-03,32.92,20.84,0.009135068,0.012408796
2003-06-04,32.34,20.620001,0.008130493,0.012328606
2003-06-05,32.93,20.83,0.010098438,0.007651411
2003-06-09,33.25,22.15,0.00784471,0.009968946
2003-06-10,33.25,20.639999,0.008547759,0.009711516
2003-06-11,32.95,20.209999,0.007911644,0.008006391
2003-06-12,32.83,20.41,0.009486759,0.009840442
2003-06-13,30.81,20.66,0.008872459,0.010939075
2003-06-16,31.78,20.219999,0.008615682,0.010271066
2003-06-17,29.72,20.01,0.007800599,0.008914623
2003-06-18,29.29,19.76,0.007754717,0.009635176
2003-06-19,27.49,19.799999,0.008959866,0.009035662
2003-06-20,27.65,19.139999,0.009626205,0.011875999
2003-06-23,28.2,20.58,0.007478329,0.01138606
2003-06-24,27.53,20.75,0.00749249,0.008011985
2003-06-25,27.63,20.809999,0.011397785,0.00950041
2003-06-26,27.78,19.4,0.008379282,0.008114076
2003-06-27,27.56,19.16,0.008945312,0.009714426
2003-06-30,28.29,19.52,0.010882297,0.011591594
2003-07-01,26.57,19.459999,0.010630266,0.009251768
2003-07-02,25.87,19.030001,0.007391379,0.007562264
2003-07-03,25.59,19.389999,0.011671527,0.008686714
2003-07-07,24.16,20.059999,0.011257026,0.007305072
2003-07-08,24.63,19.48,0.007634493,0.009907222
2003-07-09,25.62,18.93,0.009485416,0.00884377
2003-07-10,26.65,19.190001,0.010583653,0.009480772
2003-07-11,24.34,18.469999,0.008710575,0.007760472
2003-07-14,23.27,19.59,0.014189882,0.010490495
2003-07-15,23.62,19.549999,0.011181047,0.011059335
2003-07-16,23.45,19.76,0.007960958,0.012708226
2003-07-18,24.32,19.110001,0.008724476,0.009785821
2003-07-21,25.46,19.780001,0.008473354,0.010381452
2003-07-22,24.92,19.17,0.010531459,0.01014292
2003-07-23,25.46,18.639999,0.006362528,0.012140773
2003-07-24,24.63,18.6,0.010587072,0.01037691
2003-07-25,24.8,17.75,0.0092433,0.009490945
2003-07-28,24.52,18.360001,0.009455816,0.00710578
2003-07-29,24.38,18.67,0.011657197,0.008148702
2003-07-30,25.28,18.85,0.007129942,0.009041224
2003-07-31,25.5,19.49,0.014297319,0.010634616
2003-08-01,24.89,20.75,0.008944,0.007733973
2003-08-04,25.36,21.27,0.010920604,0.008793439
2003-08-05,25.34,22.68,0.012011271,0.00657661
2003-08-06,26.94,21.5,0.010085949,0.007505953
2003-08-07,25.98,20.26,0.008233921,0.008263252
2003-08-08,25.82,19.59,0.007908842,0.008631315
2003-08-11,25.11,19.75,0.007506101,0.008156868
2003-08-12,24.79,17.940001,0.007654015,0.009500094
2003-08-13,24.01,18.77,0.006374433,0.0061247
2003-08-14,22.97,18.469999,0.007479883,0.009173248
2003-08-18,23.43,18.18,0.006019837,0.008104036
2003-08-19,22.67,17.860001,0.006870924,0.0075836
2003-08-20,22.5,17.82,0.006946894,0.009792657
2003-08-21,21.79,17.84,0.009056664,0.007990004
2003-08-22,21.23,18.549999,0.010604576,0.007911067
2003-08-25,22.14,19.530001,0.005920071,0.008593052
2003-08-26,22.33,19.49,0.008866711,0.00968901
2003-08-27,21.4,19.129999,0.004280446,0.007295129
2003-08-28,21.65,18.48,0.007256397,0.009375767
2003-08-29,20.83,18.629999,0.007496899,0.013238442
2003-09-02,21.23,19.02,0.008501209,0.006491265
2003-09-03,21.63,19.440001,0.007641116,0.010303383
2003-09-04,22.23,18.709999,0.005425371,0.006194186
2003-09-05,22.26,18.17,0.0077183,0.007408079
2003-09-08,22.38,18.26,0.006677718,0.007652011
2003-09-09,22.39,18.85,0.007008153,0.008960018
2003-09-15,22.03,19.280001,0.005629488,0.008822965
2003-09-16,20.27,18.030001,0.005824169,0.00872768
2003-09-17,19.37,18.15,0.005489518,0.007893672
2003-09-18,19.58,17.57,0.005677244,0.008717041
2003-09-19,19.8,17.540001,0.005545206,0.010129726
2003-09-22,23.5,19.65,0.010837924,0.013664659
2003-09-23,23.46,19.469999,0.006934378,0.019406324
2003-09-24,22.44,21.219999,0.007740154,0.013516163
2003-09-25,22.46,22.26,0.008754563,0.013329206
2003-09-26,25.73,22.23,0.009739179,0.013394617
2003-09-29,27.87,21.67,0.008446774,0.012131117
2003-09-30,26.98,22.719999,0.011614084,0.011391309
2003-10-01,26.03,21.07,0.008894653,0.011536843
2003-10-02,24.76,20.799999,0.007396966,0.010211956
2003-10-06,24.23,19.51,0.004899498,0.008781604
2003-10-07,23.06,19.41,0.008546913,0.00757656
2003-10-08,24.42,19.18,0.005842234,0.010402868
2003-10-09,24.21,18.82,0.011188381,0.011014639
2003-10-10,24.12,18.450001,0.005151098,0.013691578
2003-10-13,25.77,17.549999,0.007095244,0.017905457
2003-10-14,24.45,17.370001,0.005352267,0.011408527
2003-10-17,25.73,17.620001,0.006738867,0.015296008
2003-10-20,26.08,17.040001,0.006074935,0.011941141
2003-10-21,25.54,16.549999,0.005736233,0.0116509
2003-10-22,25.1,17.67,0.010115321,0.009857183
2003-10-23,27.89,17.68,0.007898661,0.011133564
2003-10-24,28.01,17.709999,0.010093797,0.01552435
2003-10-27,27.56,18.049999,0.007421225,0.011833124
2003-10-28,27.68,16.82,0.006700527,0.012533929
2003-10-29,27.22,16.43,0.006928065,0.01234692
2003-10-30,27.2,16.33,0.008642993,0.009566234
2003-10-31,28.33,16.1,0.006405207,0.012584671
2003-11-03,28.31,16.549999,0.006810538,0.013411254
2003-11-04,27.62,16.549999,0.005969767,0.011020451
2003-11-05,25.84,16.860001,0.007190764,0.010258791
2003-11-06,28.5,16.74,0.006043873,0.013223859
2003-11-07,26.1,16.93,0.006920031,0.012573991
2003-11-10,27.79,17.620001,0.004534185,0.013498471
2003-11-11,28.68,17.540001,0.004540396,0.01011911
2003-11-12,27.18,16.75,0.005189815,0.009993138
2003-11-13,27.12,16.469999,0.006199551,0.008948717
2003-11-14,26.62,16.940001,0.007081634,0.01291884
2003-11-17,28.97,18.6,0.009364211,0.011391318
2003-11-18,27.77,19.110001,0.007790996,0.011977972
2003-11-19,29.08,18.799999,0.006154779,0.01470312
2003-11-20,28.65,19.48,0.009475459,0.012105825
2003-11-21,28.2,18.98,0.007447086,0.013342494
2003-11-24,29.07,17.440001,0.008388558,0.016738892
2003-11-25,28.09,16.709999,0.005462605,0.011407418
2003-11-26,27.51,16.23,0.006461882,0.008783813
2003-11-28,25.35,16.32,0.002884907,0.010418631
2003-12-01,25.99,16.77,0.007679997,0.011426902
2003-12-02,25.79,16.27,0.005051516,0.00871669
2003-12-03,26.27,16.629999,0.007032456,0.011635468
2003-12-04,26.37,16.299999,0.005790831,0.010700715
2003-12-05,27.85,17.09,0.007786791,0.00932973
2003-12-08,28.9,16.540001,0.004938551,0.011250324
2003-12-09,28.85,17.629999,0.007085484,0.007359273
2003-12-10,28.07,17.870001,0.005839138,0.009579239
2003-12-11,27.91,16.73,0.005565368,0.017005209
2003-12-12,26.05,16.41,0.005128669,0.009224353
2003-12-15,25.91,17.23,0.010195274,0.007820372
2003-12-16,25.16,15.93,0.006282878,0.008145513
2003-12-17,25.11,15.58,0.004651428,0.010603046
2003-12-18,25.13,16.16,0.004476885,0.011721468
2003-12-19,24.43,16.42,0.005682718,0.010033309
2003-12-22,25.4,16.940001,0.004394288,0.010198454
2003-12-23,25.21,16.49,0.003886503,0.008215522
2003-12-24,25.08,16.66,0.003354497,0.009289947
2003-12-26,25.1,17.450001,0.002643799,0.010370401
2003-12-29,24.35,17.09,0.004998565,0.011775247
2003-12-30,22.49,17.68,0.003377064,0.006550827
2004-01-02,20.89,18.219999,0.007011586,0.007327128
2004-01-05,21.46,17.49,0.007462488,0.007182284
2004-01-06,21.32,16.73,0.00472093,0.00934565
2004-01-07,21.03,15.5,0.005454908,0.007711048
2004-01-08,21.29,15.61,0.005694126,0.010977318
2004-01-09,21.38,16.75,0.008440206,0.009868899
2004-01-14,19.92,16.75,0.004669916,0.009297025
2004-01-15,20.4,15.56,0.006913227,0.010406215
2004-01-16,19.53,15,0.006160066,0.007935168
2004-01-20,20.05,15.21,0.005075011,0.008251478
2004-01-26,21.11,14.55,0.005326828,0.008684805
2004-01-27,21.51,15.35,0.005806193,0.008661605
2004-01-28,21.8,16.780001,0.010015047,0.008419366
2004-01-29,21.5,17.139999,0.009255913,0.007023267
2004-01-30,21.23,16.629999,0.007135892,0.009704933
2004-02-02,21.32,17.110001,0.009237308,0.006639216
2004-02-03,21.94,17.34,0.005857613,0.00923588
2004-02-04,21.59,17.870001,0.009165384,0.006456916
2004-02-05,22.13,17.709999,0.006740212,0.006925267
2004-02-06,21.81,16,0.007113105,0.008214695
2004-02-09,20.74,16.389999,0.004351191,0.006063199
2004-02-10,20.81,15.94,0.004899687,0.008161355
2004-02-11,21.28,15.39,0.006630134,0.007211592
2004-02-12,21.07,15.31,0.004673065,0.009482399
2004-02-13,19.94,15.58,0.006876923,0.010356242
2004-02-17,19.53,15.4,0.00815347,0.007373247
2004-02-18,19.54,15.59,0.004191736,0.008340093
2004-02-19,19.13,15.8,0.007210191,0.008222237
2004-02-20,18.96,16.040001,0.007117195,0.006764182
2004-02-23,19.56,16.290001,0.00585502,0.009392731
2004-02-24,20.51,15.9,0.006770734,0.00959152
2004-02-25,20.88,14.93,0.004282473,0.009691427
2004-02-26,20.86,14.83,0.00515646,0.006887684
2004-02-27,19.95,14.55,0.005880238,0.009782888
2004-03-02,19.87,14.86,0.006159501,0.007769181
2004-03-03,19.68,14.55,0.004777355,0.00668982
2004-03-04,18.93,14.4,0.003678692,0.008002611
2004-03-05,19.15,14.48,0.01053141,0.006514845
2004-03-08,20.72,15.79,0.005018188,0.007595159
2004-03-09,20.35,16.6,0.007572233,0.006405112
2004-03-10,22.05,18.67,0.007172499,0.008593438
2004-03-11,22.59,20.67,0.010734363,0.009626541
2004-03-12,24.58,18.299999,0.008220938,0.022407937
2004-03-15,23.49,21.129999,0.009349285,0.009873096
2004-03-16,22.99,20.34,0.010032118,0.010369923
2004-03-17,22.09,18.110001,0.006510875,0.007738109
2004-03-18,21.68,18.530001,0.008592329,0.010777571
2004-03-19,21.89,19.15,0.006180443,0.009134512
2004-03-22,24.05,21.58,0.011108022,0.012097484
2004-03-23,23.89,20.67,0.008851827,0.013681114
2004-03-24,24.16,19.809999,0.009501518,0.011711521
2004-03-25,25.06,17.879999,0.00852184,0.012675561
2004-03-26,24.06,17.33,0.005907891,0.009449855
2004-03-29,23.82,16.5,0.008176323,0.008400288
2004-03-30,23.62,16.280001,0.00580044,0.007367425
2004-03-31,24.66,16.74,0.006147265,0.010180381
2004-04-01,24.49,16.65,0.006252345,0.008305895
2004-04-02,23.45,15.64,0.011695331,0.007695743
2004-04-06,21.66,15.32,0.006256753,0.006781075
2004-04-07,21,15.76,0.005926844,0.007474799
2004-04-08,21.06,16.26,0.009497887,0.007090152
2004-04-12,21.66,15.28,0.004986464,0.011854479
2004-04-13,22.03,17.26,0.006927024,0.007996886
2004-04-14,23.22,15.62,0.007857978,0.008833964
2004-04-16,23.23,14.94,0.005873665,0.010139112
2004-04-19,23.23,15.42,0.004714404,0.009114036
2004-04-20,21.91,16.67,0.00628569,0.008598388
2004-04-21,21.64,15.6,0.007498591,0.01059882
2004-04-22,21.62,14.61,0.007830343,0.008261006
2004-04-23,20.88,14.01,0.005252764,0.01001726
2004-04-26,22.11,14.77,0.006045635,0.009783193
2004-04-27,22.13,15.07,0.006944967,0.00742142
2004-04-28,22.96,16.290001,0.007607213,0.00874184
2004-04-29,23.14,16.6,0.009341663,0.013141628
2004-04-30,24.47,17.190001,0.010092846,0.016555921
2004-05-03,25.77,16.620001,0.006839152,0.012331023
2004-05-04,24.57,16.549999,0.009673573,0.010994512
2004-05-06,25.3,17.049999,0.008891027,0.012828417
2004-05-07,27.05,18.129999,0.01032616,0.022679032
2004-05-10,34.53,19.77,0.012401333,0.030793745
2004-05-11,30.89,18.57,0.007084012,0.026632433
2004-05-12,29.48,18.139999,0.011420192,0.012358813
2004-05-13,33.12,18.860001,0.009133149,0.020155604
2004-05-14,36.36,18.469999,0.009543584,0.026718224
2004-05-17,39.64,19.959999,0.012706736,0.028488656
2004-05-18,38.32,19.33,0.00719813,0.034507322
2004-05-19,35.3,18.93,0.010018537,0.016835978
2004-05-20,35.7,18.67,0.006302489,0.025758725
2004-05-21,34.47,18.49,0.006949993,0.020495773
2004-05-24,32.05,18.08,0.008216972,0.014423837
2004-05-25,31.91,15.96,0.006918747,0.014167296
2004-05-27,29.41,15.28,0.007218864,0.013823401
2004-05-28,27,15.5,0.003556982,0.009827557
2004-06-01,29.78,16.299999,0.005692125,0.014412056
2004-06-02,32.31,16.08,0.005786028,0.013059367
2004-06-03,35.81,17.030001,0.006309885,0.019546499
2004-06-04,34.29,16.780001,0.008031184,0.017981838
2004-06-07,33.11,15.39,0.005966903,0.010768571
2004-06-08,35.59,15.01,0.005508665,0.015831345
2004-06-09,36.94,15.39,0.00536694,0.015631382
2004-06-10,37.1,15.04,0.004267616,0.019578754
2004-06-14,39.96,16.07,0.006632226,0.022353103
2004-06-15,36.27,15.05,0.008351367,0.022914272
2004-06-16,35.39,14.79,0.003857673,0.019339645
2004-06-17,35.01,15.15,0.004777592,0.019483859
2004-06-18,36.34,14.99,0.004831225,0.016831602
2004-06-21,35.87,15.26,0.003972231,0.015177882
2004-06-22,37.31,14.31,0.005238402,0.015301509
2004-06-23,35.91,13.98,0.004633306,0.017794137
2004-06-24,33.49,14.81,0.004672127,0.014738935
2004-06-25,32.45,15.19,0.004292979,0.011245583
2004-06-28,33.29,16.07,0.007572201,0.012930232
2004-06-29,32.88,15.47,0.004044118,0.013713969
2004-06-30,32.36,14.34,0.005368235,0.011319459
2004-07-01,31.76,15.2,0.006851149,0.016321629
2004-07-02,31.95,15.08,0.005558527,0.012176074
2004-07-06,30.55,16.25,0.006032078,0.014002757
2004-07-07,31.94,15.81,0.004277961,0.014251074
2004-07-08,32.97,16.200001,0.00737757,0.015627261
2004-07-09,31.11,15.78,0.006472021,0.012690362
2004-07-12,30.35,14.96,0.005292238,0.014181543
2004-07-13,29.97,14.46,0.003114101,0.014041002
2004-07-14,29.62,13.76,0.007870555,0.011712763
2004-07-15,28.68,14.71,0.00572876,0.013084691
2004-07-16,27.81,14.34,0.006774791,0.017660002
2004-07-19,27.82,15.17,0.006302222,0.010707386
2004-07-20,28.53,14.17,0.006181274,0.013718838
2004-07-21,26.77,16.41,0.007722622,0.009667901
2004-07-22,27.87,15.75,0.008965198,0.01052111
2004-07-23,28.41,16.5,0.007426907,0.00970397
2004-07-26,28.68,17.299999,0.008602072,0.009621775
2004-07-27,29,16.549999,0.006963325,0.009802122
2004-07-28,28.5,16.15,0.00890932,0.008671608
2004-07-29,30.33,15.68,0.007438289,0.008949852
2004-07-30,28.62,15.32,0.005526777,0.00839591
2004-08-02,30.96,15.37,0.006136899,0.009950907
2004-08-03,28.93,16.030001,0.005023405,0.008187339
2004-08-04,29.25,16.209999,0.007312793,0.011558127
2004-08-05,27.81,18.32,0.007264109,0.008802211
2004-08-06,28.86,19.34,0.010763809,0.009841063
2004-08-09,29.94,18.889999,0.005655348,0.011828811
2004-08-10,30.08,17.469999,0.00676021,0.010310004
2004-08-11,29.45,18.040001,0.010545853,0.007659919
2004-08-12,28.36,19.08,0.007171582,0.010354
2004-08-13,26.98,17.98,0.006547996,0.011057407
2004-08-16,27.25,17.57,0.00641277,0.009720156
2004-08-17,26.73,17.02,0.005467701,0.009340893
2004-08-18,25.55,16.23,0.006859318,0.009863984
2004-08-19,23.48,16.959999,0.006219407,0.008384406
2004-08-20,23.05,16,0.005344661,0.008045908
2004-08-23,23.27,15.88,0.004632863,0.012539216
2004-08-24,23.28,15.33,0.006316014,0.010430991
2004-08-25,23.23,14.98,0.005273326,0.008081244
2004-08-26,22.32,14.91,0.004068946,0.00806772
2004-08-27,22.12,14.71,0.003246785,0.009998732
2004-08-30,23.39,15.44,0.004236861,0.008150852
2004-08-31,22.76,15.29,0.005278853,0.007857196
2004-09-01,21.67,14.91,0.005458446,0.008901769
2004-09-02,22.25,14.28,0.004494003,0.007048914
2004-09-03,23.05,13.91,0.005096728,0.008909243
2004-09-07,22.1,14.07,0.007711021,0.008959203
2004-09-08,23.45,14.06,0.004884632,0.00779981
2004-09-09,23.26,14.01,0.005860006,0.01426575
2004-09-10,20.23,13.76,0.005282537,0.011387789
2004-09-13,20.58,13.17,0.004374381,0.010538222
2004-09-14,20.71,13.56,0.003882505,0.010402825
2004-09-15,20.68,14.64,0.00467678,0.00911925
2004-09-16,21.56,14.39,0.003495044,0.009836969
2004-09-17,22.52,14.03,0.005131303,0.011263102
2004-09-20,23.25,14.43,0.006403262,0.010746596
2004-09-21,23.3,13.66,0.004332292,0.007461903
2004-09-22,24.4,14.74,0.008409015,0.011031636
2004-09-23,23.76,14.8,0.005393955,0.012979662
2004-09-24,23.5,14.28,0.004235426,0.011305345
2004-09-30,23.73,13.34,0.005280719,0.010763651
2004-10-01,22.07,12.75,0.006563838,0.007861945
2004-10-04,23.58,13.41,0.006472691,0.009614631
2004-10-05,23.72,13.95,0.004438772,0.008419764
2004-10-06,23.29,13.28,0.004114,0.0125037
2004-10-07,23.89,14.5,0.00406189,0.013146576
2004-10-08,24.51,15.05,0.005447286,0.010497334
2004-10-11,26.03,14.71,0.003973195,0.008505044
2004-10-13,26.71,15.42,0.007803472,0.007097986
2004-10-14,27.49,16.43,0.005230459,0.011681612
2004-10-18,26.15,14.71,0.006329402,0.011556365
2004-10-19,25.42,15.13,0.00593963,0.008947148
2004-10-20,27.53,14.85,0.007296369,0.011242184
2004-10-21,27.01,14.54,0.006958929,0.018099785
2004-10-22,26.17,15.28,0.006096071,0.011943593
2004-10-25,27.76,16.58,0.006941394,0.014811113
2004-10-26,26.85,16.389999,0.006200032,0.00862933
2004-10-27,27.17,15.72,0.00688881,0.012077474
2004-10-28,26.43,15.39,0.006096665,0.008875358
2004-10-29,27.17,16.27,0.004989559,0.012123285
2004-11-01,27.87,16.27,0.004493034,0.008737007
2004-11-02,28.12,16.18,0.006701189,0.009012376
2004-11-03,26.93,14.04,0.014594574,0.010967581
2004-11-04,25.57,13.97,0.005874845,0.008467844
2004-11-05,24.55,13.84,0.006533477,0.006452158
2004-11-08,26.15,13.8,0.004450482,0.010594687
2004-11-09,25.54,13.61,0.004905763,0.008694437
2004-11-10,25.3,13.08,0.005024027,0.009521587
2004-11-11,24.85,13.04,0.004714039,0.011810055
2004-11-12,23.59,13.33,0.003793939,0.00861299
2004-11-15,24.05,13.38,0.005412566,0.009398649
2004-11-16,24.44,13.21,0.004752224,0.008526979
2004-11-17,24.01,13.21,0.007690886,0.011003046
2004-11-18,24.35,12.98,0.004417674,0.01236572
2004-11-19,24.64,13.5,0.005553821,0.01193427
2004-11-22,25.36,12.97,0.00473506,0.009391956
2004-11-23,25.15,12.67,0.005503949,0.009580754
2004-11-24,24.66,12.72,0.004756453,0.010321224
2004-11-26,25.21,12.78,0.002555463,0.015560884
2004-11-29,25.29,13.3,0.007237268,0.011297104
2004-11-30,25.05,13.24,0.005301793,0.012763537
2004-12-01,25.04,12.97,0.005508514,0.009494414
2004-12-02,23.94,12.98,0.005551499,0.00962939
2004-12-03,23.79,12.96,0.006941653,0.010608232
2004-12-06,25.2,13.19,0.004990404,0.008602901
2004-12-07,25.38,13.67,0.005781292,0.007283004
2004-12-08,25.44,13.19,0.005227859,0.011061878
2004-12-09,25.15,12.88,0.007220949,0.010569082
2004-12-10,23.92,12.76,0.005498433,0.010813213
2004-12-13,24.36,12.54,0.006622527,0.011787646
2004-12-14,24.07,12.73,0.004055752,0.009315223
2004-12-15,22.42,12.35,0.005025746,0.009472245
2004-12-16,21.99,12.27,0.005498738,0.00870495
2004-12-17,22.75,11.95,0.006895837,0.012489024
2004-12-20,22.95,11.83,0.006707252,0.010160042
2004-12-21,23.21,11.55,0.004951817,0.00904155
2004-12-22,22.91,11.45,0.004106255,0.009562993
2004-12-23,22.62,11.23,0.003293978,0.008662293
2004-12-27,22.71,12.14,0.00524186,0.008117802
2004-12-28,22.88,12,0.004388552,0.00772465
2004-12-29,21.47,11.62,0.002953595,0.010232731
2004-12-30,21.29,12.56,0.002517193,0.007927233
2005-01-03,22.42,14.08,0.007288266,0.006501418
2005-01-04,22.67,13.98,0.007125693,0.008731972
2005-01-05,21.82,14.09,0.006768669,0.007393809
2005-01-06,22.3,13.58,0.00616087,0.01337923
2005-01-07,21.94,13.49,0.006433038,0.009278157
2005-01-10,21.77,13.23,0.005519295,0.00790975
2005-01-11,21.32,13.19,0.006263547,0.007891395
2005-01-12,21.15,12.56,0.007087847,0.006992205
2005-01-13,21.03,12.84,0.004861562,0.008982076
2005-01-14,20.09,12.43,0.004985583,0.013671295
2005-01-18,18.88,12.47,0.005511474,0.009314341
2005-01-19,18.7,13.18,0.004255536,0.012309865
2005-01-20,18.6,13.83,0.008183578,0.00898249
2005-01-21,18.4,14.36,0.00629254,0.009317567
2005-01-24,19.29,14.65,0.006828818,0.013371015
2005-01-25,19.86,14.06,0.006944272,0.009207025
2005-01-26,19.23,13.44,0.006120822,0.008366593
2005-01-27,18.28,13.24,0.004800492,0.009615959
2005-01-28,18.42,13.24,0.005336056,0.008407906
2005-01-31,18.12,12.82,0.008020114,0.008015859
2005-02-01,18.33,12.03,0.003677972,0.006640051
2005-02-02,18.13,11.66,0.004542835,0.008227215
2005-02-03,18.22,11.79,0.005252488,0.007196981
2005-02-04,17.91,11.21,0.004368785,0.008073365
2005-02-07,19.16,11.73,0.003453614,0.005841358
2005-02-11,18.41,11.43,0.005755622,0.01013808
2005-02-14,17.56,11.52,0.002996425,0.008119571
2005-02-15,16.84,11.27,0.003895019,0.006348722
2005-02-16,16.43,11.1,0.004587501,0.01023818
2005-02-17,16.86,11.77,0.005158267,0.006771996
2005-02-18,16.59,11.18,0.004091848,0.007062003
2005-02-22,17.87,13.14,0.006634723,0.007594222
2005-02-23,17.91,12.39,0.006325271,0.007526165
2005-02-24,16.67,11.57,0.006350113,0.00702076
2005-02-25,16.29,11.49,0.004756849,0.010413525
2005-02-28,16.67,12.08,0.005745132,0.007975963
2005-03-02,18.07,12.5,0.007304222,0.00984048
2005-03-03,18.36,12.93,0.00594212,0.008576272
2005-03-04,18.89,11.94,0.007063755,0.008124968
2005-03-07,19.74,12.26,0.004041014,0.010058399
2005-03-08,20.5,12.4,0.004677931,0.008483142
2005-03-09,20.14,12.7,0.006074852,0.009224288
2005-03-10,19.81,12.49,0.006358362,0.012272742
2005-03-11,17.85,12.8,0.006186403,0.011049331
2005-03-14,17.95,12.39,0.004853302,0.006526442
